project_id,week_number,construction_stage,task_type,site_area_sqft,productivity_rate,is_complex_design,floors_completed,req_cement_bags,req_bricks_nos,req_steel_kg,req_sand_tons,req_skilled_labour,req_unskilled_labour
1087,51,4,Concrete_Pour,4800,9,0,2,43,8677,121.2,8.67,1,2
1087,52,4,Brick_Masonry,4800,450,0,2,20,4109,57.4,4.11,2,3
1087,52,4,Rebar_Binding,4800,100,0,2,20,4109,57.4,4.11,1,1
1087,52,4,Concrete_Pour,4800,9,0,2,20,4109,57.4,4.11,1,2
1087,53,5,Brick_Masonry,4800,450,0,2,34,2988,41.74,8.9,2,3
1087,53,5,Rebar_Binding,4800,100,0,2,34,2988,41.74,8.9,1,1
1087,53,5,Plastering,4800,120,0,2,34,2988,41.74,8.9,3,5
1087,54,5,Brick_Masonry,4800,450,0,2,42,1214,16.95,11.99,1,2
1087,54,5,Plastering,4800,120,0,2,42,1214,16.95,11.99,3,5
1087,55,5,Plastering,4800,120,0,2,28,0,0.0,8.62,3,5
1087,56,5,Plastering,4800,120,0,2,26,0,0.0,7.91,3,5
1087,57,5,Plastering,4800,120,0,2,30,0,0.0,9.07,3,5
1087,58,5,Plastering,4800,120,0,2,26,0,0.0,8.04,3,5
1087,59,5,Plastering,4800,120,0,2,20,0,0.0,6.13,2,3
1087,60,5,Plastering,4800,120,0,2,36,0,0.0,10.76,4,6
1087,61,5,Plastering,4800,120,0,2,19,0,0.0,5.91,2,3
1087,62,5,Plastering,4800,120,0,2,37,0,0.0,10.85,4,6
1087,63,5,Plastering,4800,120,0,2,20,0,0.0,6.11,2,3
1087,64,5,Plastering,4800,120,0,2,13,0,0.0,3.91,2,3
1087,65,5,Plastering,4800,120,0,2,51,0,0.0,15.52,5,8
1087,66,5,Plastering,4800,120,0,2,28,0,0.0,8.52,3,5
1087,67,5,Plastering,4800,120,0,2,13,0,0.0,4.15,2,3
1088,1,1,Rebar_Binding,4800,100,0,0,130,0,1463.73,29.74,3,3
1088,1,1,Concrete_Pour,4800,9,0,0,130,0,1463.73,29.74,1,3
1088,1,1,Excavation,4800,75,0,0,130,0,1463.73,29.74,6,54
1088,2,1,Rebar_Binding,4800,100,0,0,225,0,2534.97,51.51,5,5
1088,2,1,Concrete_Pour,4800,9,0,0,225,0,2534.97,51.51,2,5
1088,3,1,Rebar_Binding,4800,100,0,0,188,0,2100.77,42.69,4,4
1088,3,1,Concrete_Pour,4800,9,0,0,188,0,2100.77,42.69,2,4
1088,4,1,Rebar_Binding,4800,100,0,0,143,0,1617.06,32.86,3,3
1088,4,1,Concrete_Pour,4800,9,0,0,143,0,1617.06,32.86,1,3
1088,5,1,Rebar_Binding,4800,100,0,0,150,0,1681.88,34.17,4,4
1088,5,1,Concrete_Pour,4800,9,0,0,150,0,1681.88,34.17,2,4
1088,6,2,Brick_Masonry,4800,450,0,0,82,860,922.48,21.16,1,2
1088,6,2,Rebar_Binding,4800,100,0,0,82,860,922.48,21.16,1,1
1088,6,2,Concrete_Pour,4800,9,0,0,82,860,922.48,21.16,1,2
1088,7,2,Brick_Masonry,4800,450,0,0,348,4289,3903.05,91.33,2,3
1088,7,2,Rebar_Binding,4800,100,0,0,348,4289,3903.05,91.33,7,7
1088,7,2,Concrete_Pour,4800,9,0,0,348,4289,3903.05,91.33,2,6
1088,8,2,Brick_Masonry,4800,450,0,0,180,2477,2025.29,48.1,2,3
1088,8,2,Rebar_Binding,4800,100,0,0,180,2477,2025.29,48.1,5,5
1088,8,2,Concrete_Pour,4800,9,0,0,180,2477,2025.29,48.1,2,5
1088,9,3,Brick_Masonry,4800,450,0,0,124,749,1953.24,22.53,1,2
1088,9,3,Rebar_Binding,4800,100,0,0,124,749,1953.24,22.53,4,4
1088,9,3,Concrete_Pour,4800,9,0,0,124,749,1953.24,22.53,1,3
1088,10,3,Brick_Masonry,4800,450,0,0,160,353,2865.44,22.21,1,2
1088,10,3,Rebar_Binding,4800,100,0,0,160,353,2865.44,22.21,5,5
1088,10,3,Concrete_Pour,4800,9,0,0,160,353,2865.44,22.21,1,3
1088,11,3,Brick_Masonry,4800,450,0,0,42,3,814.36,4.9,1,2
1088,11,3,Rebar_Binding,4800,100,0,0,42,3,814.36,4.9,1,1
1088,11,3,Concrete_Pour,4800,9,0,0,42,3,814.36,4.9,1,2
1088,12,3,Brick_Masonry,4800,450,0,0,163,4,3132.15,18.73,1,2
1088,12,3,Rebar_Binding,4800,100,0,0,163,4,3132.15,18.73,7,7
1088,12,3,Concrete_Pour,4800,9,0,0,163,4,3132.15,18.73,2,4
1088,13,3,Rebar_Binding,4800,100,0,0,80,0,1552.65,9.26,2,2
1088,13,3,Concrete_Pour,4800,9,0,0,80,0,1552.65,9.26,1,2
1088,14,3,Brick_Masonry,4800,450,0,0,137,1,2628.55,15.67,1,2
1088,14,3,Rebar_Binding,4800,100,0,0,137,1,2628.55,15.67,6,6
1088,14,3,Concrete_Pour,4800,9,0,0,137,1,2628.55,15.67,1,3
1088,15,3,Rebar_Binding,4800,100,0,1,103,0,1983.73,11.82,4,4
1088,15,3,Concrete_Pour,4800,9,0,1,103,0,1983.73,11.82,1,2
1088,16,3,Rebar_Binding,4800,100,0,1,76,0,1478.03,8.81,2,2
1088,16,3,Concrete_Pour,4800,9,0,1,76,0,1478.03,8.81,1,2
1088,17,3,Rebar_Binding,4800,100,0,1,126,0,2426.68,14.46,5,5
1088,17,3,Concrete_Pour,4800,9,0,1,126,0,2426.68,14.46,1,3
1088,18,3,Rebar_Binding,4800,100,0,1,75,0,1437.75,8.57,2,2
1088,18,3,Concrete_Pour,4800,9,0,1,75,0,1437.75,8.57,1,2
1088,19,3,Rebar_Binding,4800,100,0,1,54,0,1053.43,6.28,1,1
1088,19,3,Concrete_Pour,4800,9,0,1,54,0,1053.43,6.28,1,2
1088,20,3,Rebar_Binding,4800,100,0,1,186,0,3568.47,21.27,8,8
1088,20,3,Concrete_Pour,4800,9,0,1,186,0,3568.47,21.27,2,5
1088,21,3,Rebar_Binding,4800,100,0,1,78,0,1510.62,9.0,3,3
1088,21,3,Concrete_Pour,4800,9,0,1,78,0,1510.62,9.0,1,2
1088,22,3,Rebar_Binding,4800,100,0,2,37,0,713.18,4.25,1,1
1088,22,3,Concrete_Pour,4800,9,0,2,37,0,713.18,4.25,1,2
1088,23,4,Brick_Masonry,4800,450,0,2,104,8252,1333.71,15.51,4,6
1088,23,4,Rebar_Binding,4800,100,0,2,104,8252,1333.71,15.51,4,4
1088,23,4,Concrete_Pour,4800,9,0,2,104,8252,1333.71,15.51,1,3
1088,24,4,Brick_Masonry,4800,450,0,2,80,11844,573.13,14.26,4,6
1088,24,4,Rebar_Binding,4800,100,0,2,80,11844,573.13,14.26,1,1
1088,24,4,Concrete_Pour,4800,9,0,2,80,11844,573.13,14.26,1,2
1088,25,4,Brick_Masonry,4800,450,0,2,86,15806,347.92,16.55,8,12
1088,25,4,Rebar_Binding,4800,100,0,2,86,15806,347.92,16.55,1,1
1088,25,4,Concrete_Pour,4800,9,0,2,86,15806,347.92,16.55,1,3
1088,26,4,Brick_Masonry,4800,450,0,2,58,11806,164.91,11.79,5,8
1088,26,4,Rebar_Binding,4800,100,0,2,58,11806,164.91,11.79,1,1
1088,26,4,Concrete_Pour,4800,9,0,2,58,11806,164.91,11.79,1,2
1088,27,4,Brick_Masonry,4800,450,0,2,60,12104,169.06,12.09,5,8
1088,27,4,Rebar_Binding,4800,100,0,2,60,12104,169.06,12.09,1,1
1088,27,4,Concrete_Pour,4800,9,0,2,60,12104,169.06,12.09,1,2
1088,28,4,Brick_Masonry,4800,450,0,2,60,12090,168.87,12.08,5,8
1088,28,4,Rebar_Binding,4800,100,0,2,60,12090,168.87,12.08,1,1
1088,28,4,Concrete_Pour,4800,9,0,2,60,12090,168.87,12.08,1,2
1088,29,4,Brick_Masonry,4800,450,0,2,59,11864,165.72,11.85,5,8
1088,29,4,Rebar_Binding,4800,100,0,2,59,11864,165.72,11.85,1,1
1088,29,4,Concrete_Pour,4800,9,0,2,59,11864,165.72,11.85,1,2
1088,30,4,Brick_Masonry,4800,450,0,2,58,11698,163.4,11.69,5,8
1088,30,4,Rebar_Binding,4800,100,0,2,58,11698,163.4,11.69,1,1
1088,30,4,Concrete_Pour,4800,9,0,2,58,11698,163.4,11.69,1,2
1088,31,4,Brick_Masonry,4800,450,0,2,62,12604,176.05,12.59,6,9
1088,31,4,Rebar_Binding,4800,100,0,2,62,12604,176.05,12.59,1,1
1088,31,4,Concrete_Pour,4800,9,0,2,62,12604,176.05,12.59,1,2
1088,32,4,Brick_Masonry,4800,450,0,2,61,12284,171.58,12.27,5,8
1088,32,4,Rebar_Binding,4800,100,0,2,61,12284,171.58,12.27,1,1
1088,32,4,Concrete_Pour,4800,9,0,2,61,12284,171.58,12.27,1,2
1088,33,4,Brick_Masonry,4800,450,0,2,56,11405,159.3,11.39,5,8
1088,33,4,Rebar_Binding,4800,100,0,2,56,11405,159.3,11.39,1,1
1088,33,4,Concrete_Pour,4800,9,0,2,56,11405,159.3,11.39,1,2
1088,34,4,Brick_Masonry,4800,450,0,2,24,4888,68.28,4.88,1,2
1088,34,4,Concrete_Pour,4800,9,0,2,24,4888,68.28,4.88,1,2
1088,35,4,Brick_Masonry,4800,450,0,2,76,15161,211.76,15.15,6,9
1088,35,4,Rebar_Binding,4800,100,0,2,76,15161,211.76,15.15,1,1
1088,35,4,Concrete_Pour,4800,9,0,2,76,15161,211.76,15.15,1,2
1088,36,4,Brick_Masonry,4800,450,0,2,40,8128,113.53,8.12,4,6
1088,36,4,Rebar_Binding,4800,100,0,2,40,8128,113.53,8.12,1,1
1088,36,4,Concrete_Pour,4800,9,0,2,40,8128,113.53,8.12,1,2
1088,37,5,Brick_Masonry,4800,450,0,2,39,3815,53.29,9.86,2,3
1088,37,5,Rebar_Binding,4800,100,0,2,39,3815,53.29,9.86,1,1
1088,37,5,Plastering,4800,120,0,2,39,3815,53.29,9.86,2,3
1088,38,5,Brick_Masonry,4800,450,0,2,56,2749,38.4,15.6,2,3
1088,38,5,Plastering,4800,120,0,2,56,2749,38.4,15.6,3,5
1088,39,5,Brick_Masonry,4800,450,0,2,44,831,11.6,12.8,1,2
1088,39,5,Plastering,4800,120,0,2,44,831,11.6,12.8,3,5
1088,40,5,Brick_Masonry,4800,450,0,2,65,442,6.17,19.11,1,2
1088,40,5,Plastering,4800,120,0,2,65,442,6.17,19.11,4,6
1088,41,5,Brick_Masonry,4800,450,0,2,31,3,0.05,9.35,1,2
1088,41,5,Plastering,4800,120,0,2,31,3,0.05,9.35,2,3
1088,42,5,Brick_Masonry,4800,450,0,2,51,1,0.02,15.55,1,2
1088,42,5,Plastering,4800,120,0,2,51,1,0.02,15.55,4,6
1088,43,5,Plastering,4800,120,0,2,42,0,0.0,12.43,3,5
1088,44,5,Plastering,4800,120,0,2,34,0,0.0,10.24,2,3
1088,45,5,Plastering,4800,120,0,2,49,0,0.0,14.81,3,5
1088,46,5,Plastering,4800,120,0,2,30,0,0.0,9.07,3,5
1089,1,1,Rebar_Binding,4800,100,0,0,143,0,1606.57,29.92,3,3
1089,1,1,Concrete_Pour,4800,9,0,0,143,0,1606.57,29.92,1,3
1089,1,1,Excavation,4800,75,0,0,143,0,1606.57,29.92,6,54
1089,2,1,Rebar_Binding,4800,100,0,0,211,0,2376.61,44.27,3,3
1089,2,1,Concrete_Pour,4800,9,0,0,211,0,2376.61,44.27,1,3
1089,3,1,Rebar_Binding,4800,100,0,0,276,0,3098.04,57.7,7,7
1089,3,1,Concrete_Pour,4800,9,0,0,276,0,3098.04,57.7,3,7
1089,4,1,Rebar_Binding,4800,100,0,0,209,0,2343.29,43.65,4,4
1089,4,1,Concrete_Pour,4800,9,0,0,209,0,2343.29,43.65,2,4
1089,5,1,Rebar_Binding,4800,100,0,0,226,0,2544.6,47.4,5,5
1089,5,1,Concrete_Pour,4800,9,0,0,226,0,2544.6,47.4,2,5
1089,6,1,Rebar_Binding,4800,100,0,0,209,0,2358.58,43.93,4,4
1089,6,1,Concrete_Pour,4800,9,0,0,209,0,2358.58,43.93,2,4
1089,7,1,Rebar_Binding,4800,100,0,0,148,0,1655.57,30.84,3,3
1089,7,1,Concrete_Pour,4800,9,0,0,148,0,1655.57,30.84,1,3
1089,8,2,Brick_Masonry,4800,450,0,0,182,1891,2050.73,46.05,1,2
1089,8,2,Rebar_Binding,4800,100,0,0,182,1891,2050.73,46.05,4,4
1089,8,2,Concrete_Pour,4800,9,0,0,182,1891,2050.73,46.05,2,4
1089,9,2,Brick_Masonry,4800,450,0,0,256,3348,2876.06,67.47,2,3
1089,9,2,Rebar_Binding,4800,100,0,0,256,3348,2876.06,67.47,5,5
1089,9,2,Concrete_Pour,4800,9,0,0,256,3348,2876.06,67.47,2,5
1089,10,2,Brick_Masonry,4800,450,0,0,191,2684,2136.39,50.93,1,2
1089,10,2,Rebar_Binding,4800,100,0,0,191,2684,2136.39,50.93,4,4
1089,10,2,Concrete_Pour,4800,9,0,0,191,2684,2136.39,50.93,2,4
1089,11,2,Brick_Masonry,4800,450,0,0,160,2267,1805.49,43.04,1,2
1089,11,2,Rebar_Binding,4800,100,0,0,160,2267,1805.49,43.04,3,3
1089,11,2,Concrete_Pour,4800,9,0,0,160,2267,1805.49,43.04,1,3
1089,12,2,Brick_Masonry,4800,450,0,0,143,2016,1605.14,38.27,1,2
1089,12,2,Rebar_Binding,4800,100,0,0,143,2016,1605.14,38.27,4,4
1089,12,2,Concrete_Pour,4800,9,0,0,143,2016,1605.14,38.27,2,4
1089,13,3,Brick_Masonry,4800,450,0,0,69,480,1055.95,13.12,1,2
1089,13,3,Rebar_Binding,4800,100,0,0,69,480,1055.95,13.12,2,2
1089,13,3,Concrete_Pour,4800,9,0,0,69,480,1055.95,13.12,1,2
1089,14,3,Brick_Masonry,4800,450,0,0,139,478,2396.55,21.08,1,2
1089,14,3,Rebar_Binding,4800,100,0,0,139,478,2396.55,21.08,5,5
1089,14,3,Concrete_Pour,4800,9,0,0,139,478,2396.55,21.08,1,3
1089,15,3,Rebar_Binding,4800,100,0,0,50,0,961.12,5.73,2,2
1089,15,3,Concrete_Pour,4800,9,0,0,50,0,961.12,5.73,1,2
1089,16,3,Rebar_Binding,4800,100,0,0,63,0,1217.57,7.26,2,2
1089,16,3,Concrete_Pour,4800,9,0,0,63,0,1217.57,7.26,1,2
1089,17,3,Rebar_Binding,4800,100,0,0,69,0,1323.76,7.89,3,3
1089,17,3,Concrete_Pour,4800,9,0,0,69,0,1323.76,7.89,1,2
1089,18,3,Rebar_Binding,4800,100,0,0,101,0,1944.15,11.59,5,5
1089,18,3,Concrete_Pour,4800,9,0,0,101,0,1944.15,11.59,1,3
1089,19,3,Rebar_Binding,4800,100,0,0,70,0,1366.43,8.14,3,3
1089,19,3,Concrete_Pour,4800,9,0,0,70,0,1366.43,8.14,1,2
1089,20,3,Rebar_Binding,4800,100,0,0,72,0,1391.84,8.3,3,3
1089,20,3,Concrete_Pour,4800,9,0,0,72,0,1391.84,8.3,1,2
1089,21,3,Rebar_Binding,4800,100,0,0,50,0,972.02,5.79,2,2
1089,21,3,Concrete_Pour,4800,9,0,0,50,0,972.02,5.79,1,2
1089,22,3,Rebar_Binding,4800,100,0,0,37,0,713.64,4.25,1,1
1089,22,3,Concrete_Pour,4800,9,0,0,37,0,713.64,4.25,1,2
1089,23,3,Rebar_Binding,4800,100,0,1,124,0,2387.89,14.23,5,5
1089,23,3,Concrete_Pour,4800,9,0,1,124,0,2387.89,14.23,1,3
1089,24,3,Rebar_Binding,4800,100,0,1,53,0,1034.76,6.17,2,2
1089,24,3,Concrete_Pour,4800,9,0,1,53,0,1034.76,6.17,1,2
1089,25,3,Rebar_Binding,4800,100,0,1,65,0,1246.37,7.43,2,2
1089,25,3,Concrete_Pour,4800,9,0,1,65,0,1246.37,7.43,1,2
1089,26,3,Rebar_Binding,4800,100,0,1,66,0,1283.16,7.65,3,3
1089,26,3,Concrete_Pour,4800,9,0,1,66,0,1283.16,7.65,1,2
1089,27,3,Rebar_Binding,4800,100,0,1,91,0,1738.79,10.36,4,4
1089,27,3,Concrete_Pour,4800,9,0,1,91,0,1738.79,10.36,1,3
1089,28,3,Rebar_Binding,4800,100,0,1,74,0,1433.89,8.55,3,3
1089,28,3,Concrete_Pour,4800,9,0,1,74,0,1433.89,8.55,1,2
1089,29,3,Rebar_Binding,4800,100,0,1,67,0,1296.18,7.73,3,3
1089,29,3,Concrete_Pour,4800,9,0,1,67,0,1296.18,7.73,1,2
1089,30,3,Rebar_Binding,4800,100,0,1,56,0,1069.22,6.37,2,2
1089,30,3,Concrete_Pour,4800,9,0,1,56,0,1069.22,6.37,1,2
1089,31,3,Rebar_Binding,4800,100,0,1,89,0,1717.3,10.24,4,4
1089,31,3,Concrete_Pour,4800,9,0,1,89,0,1717.3,10.24,1,2
1089,32,3,Rebar_Binding,4800,100,0,1,57,0,1099.37,6.55,2,2
1089,32,3,Concrete_Pour,4800,9,0,1,57,0,1099.37,6.55,1,2
1089,33,3,Rebar_Binding,4800,100,0,2,63,0,1216.98,7.25,3,3
1089,33,3,Concrete_Pour,4800,9,0,2,63,0,1216.98,7.25,1,2
1089,34,3,Rebar_Binding,4800,100,0,2,91,0,1751.91,10.44,4,4
1089,34,3,Concrete_Pour,4800,9,0,2,91,0,1751.91,10.44,1,3
1089,35,3,Rebar_Binding,4800,100,0,2,69,0,1340.3,7.99,3,3
1089,35,3,Concrete_Pour,4800,9,0,2,69,0,1340.3,7.99,1,2
1089,36,3,Rebar_Binding,4800,100,0,2,49,0,951.68,5.67,2,2
1089,36,3,Concrete_Pour,4800,9,0,2,49,0,951.68,5.67,1,2
1089,37,3,Rebar_Binding,4800,100,0,2,88,0,1689.41,10.07,4,4
1089,37,3,Concrete_Pour,4800,9,0,2,88,0,1689.41,10.07,1,3
1089,38,3,Rebar_Binding,4800,100,0,2,75,0,1441.42,8.59,3,3
1089,38,3,Concrete_Pour,4800,9,0,2,75,0,1441.42,8.59,1,2
1089,39,3,Rebar_Binding,4800,100,0,2,50,0,970.2,5.78,2,2
1089,39,3,Concrete_Pour,4800,9,0,2,50,0,970.2,5.78,1,2
1089,40,3,Rebar_Binding,4800,100,0,2,89,0,1711.79,10.2,4,4
1089,40,3,Concrete_Pour,4800,9,0,2,89,0,1711.79,10.2,1,3
1089,41,3,Rebar_Binding,4800,100,0,2,53,0,1025.45,6.11,2,2
1089,41,3,Concrete_Pour,4800,9,0,2,53,0,1025.45,6.11,1,2
1089,42,3,Rebar_Binding,4800,100,0,2,89,0,1713.8,10.21,4,4
1089,42,3,Concrete_Pour,4800,9,0,2,89,0,1713.8,10.21,1,3
1089,43,3,Rebar_Binding,4800,100,0,3,48,0,939.59,5.6,2,2
1089,43,3,Concrete_Pour,4800,9,0,3,48,0,939.59,5.6,1,2
1089,44,4,Brick_Masonry,4800,450,0,3,33,4308,278.28,5.6,2,3
1089,44,4,Rebar_Binding,4800,100,0,3,33,4308,278.28,5.6,1,1
1089,44,4,Concrete_Pour,4800,9,0,3,33,4308,278.28,5.6,1,2
1089,45,4,Brick_Masonry,4800,450,0,3,28,4787,143.61,5.24,2,3
1089,45,4,Rebar_Binding,4800,100,0,3,28,4787,143.61,5.24,1,1
1089,45,4,Concrete_Pour,4800,9,0,3,28,4787,143.61,5.24,1,2
1089,46,4,Brick_Masonry,4800,450,0,3,77,14399,308.36,15.02,8,12
1089,46,4,Rebar_Binding,4800,100,0,3,77,14399,308.36,15.02,1,1
1089,46,4,Concrete_Pour,4800,9,0,3,77,14399,308.36,15.02,1,3
1089,47,4,Brick_Masonry,4800,450,0,3,34,6786,98.31,6.8,3,5
1089,47,4,Rebar_Binding,4800,100,0,3,34,6786,98.31,6.8,1,1
1089,47,4,Concrete_Pour,4800,9,0,3,34,6786,98.31,6.8,1,2
1089,48,4,Brick_Masonry,4800,450,0,3,36,7275,102.32,7.27,3,5
1089,48,4,Rebar_Binding,4800,100,0,3,36,7275,102.32,7.27,1,1
1089,48,4,Concrete_Pour,4800,9,0,3,36,7275,102.32,7.27,1,2
1089,49,4,Brick_Masonry,4800,450,0,3,39,7820,109.41,7.81,4,6
1089,49,4,Rebar_Binding,4800,100,0,3,39,7820,109.41,7.81,1,1
1089,49,4,Concrete_Pour,4800,9,0,3,39,7820,109.41,7.81,1,2
1089,50,4,Brick_Masonry,4800,450,0,3,55,11018,153.96,11.01,6,9
1089,50,4,Rebar_Binding,4800,100,0,3,55,11018,153.96,11.01,1,1
1089,50,4,Concrete_Pour,4800,9,0,3,55,11018,153.96,11.01,1,2
1089,51,4,Brick_Masonry,4800,450,0,3,28,5678,79.31,5.67,2,3
1089,51,4,Rebar_Binding,4800,100,0,3,28,5678,79.31,5.67,1,1
1089,51,4,Concrete_Pour,4800,9,0,3,28,5678,79.31,5.67,1,2
1089,52,4,Brick_Masonry,4800,450,0,3,50,10117,141.31,10.11,6,9
1089,52,4,Rebar_Binding,4800,100,0,3,50,10117,141.31,10.11,1,1
1089,52,4,Concrete_Pour,4800,9,0,3,50,10117,141.31,10.11,1,2
1089,53,4,Brick_Masonry,4800,450,0,3,43,8710,121.67,8.7,4,6
1089,53,4,Rebar_Binding,4800,100,0,3,43,8710,121.67,8.7,1,1
1089,53,4,Concrete_Pour,4800,9,0,3,43,8710,121.67,8.7,1,2
1089,54,4,Brick_Masonry,4800,450,0,3,39,7980,111.47,7.97,4,6
1089,54,4,Rebar_Binding,4800,100,0,3,39,7980,111.47,7.97,1,1
1089,54,4,Concrete_Pour,4800,9,0,3,39,7980,111.47,7.97,1,2
1089,55,4,Brick_Masonry,4800,450,0,3,29,5733,80.08,5.73,2,3
1089,55,4,Rebar_Binding,4800,100,0,3,29,5733,80.08,5.73,1,1
1089,55,4,Concrete_Pour,4800,9,0,3,29,5733,80.08,5.73,1,2
1089,56,4,Brick_Masonry,4800,450,0,3,49,9900,138.27,9.89,5,8
1089,56,4,Rebar_Binding,4800,100,0,3,49,9900,138.27,9.89,1,1
1089,56,4,Concrete_Pour,4800,9,0,3,49,9900,138.27,9.89,1,2
1089,57,4,Brick_Masonry,4800,450,0,3,41,8309,116.06,8.3,4,6
1089,57,4,Rebar_Binding,4800,100,0,3,41,8309,116.06,8.3,1,1
1089,57,4,Concrete_Pour,4800,9,0,3,41,8309,116.06,8.3,1,2
1089,58,4,Brick_Masonry,4800,450,0,3,29,5898,82.38,5.89,2,3
1089,58,4,Rebar_Binding,4800,100,0,3,29,5898,82.38,5.89,1,1
1089,58,4,Concrete_Pour,4800,9,0,3,29,5898,82.38,5.89,1,2
1089,59,4,Brick_Masonry,4800,450,0,3,51,10198,142.45,10.19,6,9
1089,59,4,Rebar_Binding,4800,100,0,3,51,10198,142.45,10.19,1,1
1089,59,4,Concrete_Pour,4800,9,0,3,51,10198,142.45,10.19,1,2
1089,60,4,Brick_Masonry,4800,450,0,3,42,8440,117.89,8.43,4,6
1089,60,4,Rebar_Binding,4800,100,0,3,42,8440,117.89,8.43,1,1
1089,60,4,Concrete_Pour,4800,9,0,3,42,8440,117.89,8.43,1,2
1089,61,4,Brick_Masonry,4800,450,0,3,41,8245,115.17,8.24,4,6
1089,61,4,Rebar_Binding,4800,100,0,3,41,8245,115.17,8.24,1,1
1089,61,4,Concrete_Pour,4800,9,0,3,41,8245,115.17,8.24,1,2
1089,62,4,Brick_Masonry,4800,450,0,3,38,7729,107.97,7.72,4,6
1089,62,4,Rebar_Binding,4800,100,0,3,38,7729,107.97,7.72,1,1
1089,62,4,Concrete_Pour,4800,9,0,3,38,7729,107.97,7.72,1,2
1089,63,4,Brick_Masonry,4800,450,0,3,43,8668,121.07,8.66,4,6
1089,63,4,Rebar_Binding,4800,100,0,3,43,8668,121.07,8.66,1,1
1089,63,4,Concrete_Pour,4800,9,0,3,43,8668,121.07,8.66,1,2
1089,64,4,Brick_Masonry,4800,450,0,3,40,8152,113.87,8.14,4,6
1089,64,4,Rebar_Binding,4800,100,0,3,40,8152,113.87,8.14,1,1
1089,64,4,Concrete_Pour,4800,9,0,3,40,8152,113.87,8.14,1,2
1089,65,4,Brick_Masonry,4800,450,0,3,39,7850,109.66,7.84,4,6
1089,65,4,Rebar_Binding,4800,100,0,3,39,7850,109.66,7.84,1,1
1089,65,4,Concrete_Pour,4800,9,0,3,39,7850,109.66,7.84,1,2
1089,66,4,Brick_Masonry,4800,450,0,3,27,5553,77.56,5.55,2,3
1089,66,4,Rebar_Binding,4800,100,0,3,27,5553,77.56,5.55,1,1
1089,66,4,Concrete_Pour,4800,9,0,3,27,5553,77.56,5.55,1,2
1089,67,4,Brick_Masonry,4800,450,0,3,56,11187,156.25,11.18,6,9
1089,67,4,Rebar_Binding,4800,100,0,3,56,11187,156.25,11.18,1,1
1089,67,4,Concrete_Pour,4800,9,0,3,56,11187,156.25,11.18,1,2
1089,68,4,Brick_Masonry,4800,450,0,3,30,6077,84.89,6.07,2,3
1089,68,4,Rebar_Binding,4800,100,0,3,30,6077,84.89,6.07,1,1
1089,68,4,Concrete_Pour,4800,9,0,3,30,6077,84.89,6.07,1,2
1089,69,4,Brick_Masonry,4800,450,0,3,47,9587,133.9,9.58,5,8
1089,69,4,Rebar_Binding,4800,100,0,3,47,9587,133.9,9.58,1,1
1089,69,4,Concrete_Pour,4800,9,0,3,47,9587,133.9,9.58,1,2
1089,70,4,Brick_Masonry,4800,450,0,3,32,6353,88.74,6.35,2,3
1089,70,4,Rebar_Binding,4800,100,0,3,32,6353,88.74,6.35,1,1
1089,70,4,Concrete_Pour,4800,9,0,3,32,6353,88.74,6.35,1,2
1089,71,4,Brick_Masonry,4800,450,0,3,38,7747,108.21,7.74,3,5
1089,71,4,Rebar_Binding,4800,100,0,3,38,7747,108.21,7.74,1,1
1089,71,4,Concrete_Pour,4800,9,0,3,38,7747,108.21,7.74,1,2
1089,72,4,Brick_Masonry,4800,450,0,3,53,10606,148.14,10.6,6,9
1089,72,4,Rebar_Binding,4800,100,0,3,53,10606,148.14,10.6,1,1
1089,72,4,Concrete_Pour,4800,9,0,3,53,10606,148.14,10.6,1,2
1089,73,4,Brick_Masonry,4800,450,0,3,28,5668,79.18,5.66,2,3
1089,73,4,Rebar_Binding,4800,100,0,3,28,5668,79.18,5.66,1,1
1089,73,4,Concrete_Pour,4800,9,0,3,28,5668,79.18,5.66,1,2
1089,74,4,Brick_Masonry,4800,450,0,3,37,7533,105.21,7.53,4,6
1089,74,4,Rebar_Binding,4800,100,0,3,37,7533,105.21,7.53,1,1
1089,74,4,Concrete_Pour,4800,9,0,3,37,7533,105.21,7.53,1,2
1089,75,5,Brick_Masonry,4800,450,0,3,29,1994,27.86,7.65,1,2
1089,75,5,Plastering,4800,120,0,3,29,1994,27.86,7.65,3,5
1089,76,5,Brick_Masonry,4800,450,0,3,27,599,8.37,7.9,1,2
1089,76,5,Plastering,4800,120,0,3,27,599,8.37,7.9,2,3
1089,77,5,Brick_Masonry,4800,450,0,3,41,281,3.91,12.19,1,2
1089,77,5,Plastering,4800,120,0,3,41,281,3.91,12.19,4,6
1089,78,5,Plastering,4800,120,0,3,27,0,0.0,8.37,3,5
1089,79,5,Plastering,4800,120,0,3,27,0,0.0,8.15,3,5
1089,80,5,Plastering,4800,120,0,3,26,0,0.0,7.83,3,5
1089,81,5,Plastering,4800,120,0,3,9,0,0.0,2.95,1,2
1089,82,5,Plastering,4800,120,0,3,34,0,0.0,10.19,4,6
1089,83,5,Plastering,4800,120,0,3,27,0,0.0,8.15,3,5
1089,84,5,Plastering,4800,120,0,3,39,0,0.0,11.81,4,6
1089,85,5,Plastering,4800,120,0,3,26,0,0.0,8.06,3,5
1089,86,5,Plastering,4800,120,0,3,27,0,0.0,8.14,3,5
