project_id,week_number,site_dimensions,site_area_sqft,construction_stage,floors_completed,total_floors,property_type,work_pace,weather_condition,lost_days,weather_factor,req_cement_bags,req_steel_kg,req_bricks_nos,req_sand_tons
1074,9,40x60,2400,3,0,4,Godown,Fast_Track,Normal,0,1,72,1504.31,0,8.25
1074,10,40x60,2400,3,1,4,Godown,Fast_Track,Normal,0,1,72,1497.35,0,8.21
1074,11,40x60,2400,3,1,4,Godown,Fast_Track,Normal,0,1,75,1571.32,0,8.62
1074,12,40x60,2400,3,1,4,Godown,Fast_Track,High_Wind,1,0.7,49,1033.65,0,5.67
1074,13,40x60,2400,3,1,4,Godown,Fast_Track,High_Wind,1,0.7,65,1361.05,0,7.46
1074,14,40x60,2400,3,1,4,Godown,Fast_Track,Normal,0,1,102,2138.67,0,11.73
1074,15,40x60,2400,3,2,4,Godown,Fast_Track,Normal,0,1,71,1485.08,0,8.14
1074,16,40x60,2400,3,2,4,Godown,Fast_Track,High_Wind,1,0.7,50,1057.83,0,5.8
1074,17,40x60,2400,3,2,4,Godown,Fast_Track,Normal,0,1,100,2083.37,0,11.42
1074,18,40x60,2400,3,2,4,Godown,Fast_Track,High_Wind,1,0.7,52,1090.24,0,5.98
1074,19,40x60,2400,3,2,4,Godown,Fast_Track,Normal,0,1,90,1891,0,10.37
1074,20,40x60,2400,3,3,4,Godown,Fast_Track,Heavy_Rain,2,0.4,29,617.89,0,3.39
1074,21,40x60,2400,3,3,4,Godown,Fast_Track,Light_Rain,1,0.73,83,1725.1,0,9.46
1074,22,40x60,2400,3,3,4,Godown,Fast_Track,Normal,0,1,105,2196.82,0,12.05
1074,23,40x60,2400,3,3,4,Godown,Fast_Track,Normal,0,1,77,1605.03,0,8.8
1074,24,40x60,2400,3,3,4,Godown,Fast_Track,Normal,0,1,69,1444.49,0,7.92
1074,25,40x60,2400,3,4,4,Godown,Fast_Track,Light_Rain,1,0.73,38,797.38,0,4.37
1074,26,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,57,661.7,2790,9.17
1074,27,40x60,2400,4,4,4,Godown,Fast_Track,Light_Rain,1,0.73,44,260.77,3410,8.2
1074,28,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,59,236.3,5260,11.73
1074,29,40x60,2400,4,4,4,Godown,Fast_Track,Heatwave,0,0.8,34,102.69,3113,6.74
1074,30,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,48,146.86,4463,9.66
1074,31,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,42,128.24,3898,8.44
1074,32,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,44,133.55,4060,8.79
1074,33,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,40,122.16,3713,8.04
1074,34,40x60,2400,4,4,4,Godown,Fast_Track,Light_Rain,1,0.73,32,97.69,2970,6.43
1074,35,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,53,163.26,4963,10.74
1074,36,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,43,131.97,4011,8.68
1074,37,40x60,2400,4,4,4,Godown,Fast_Track,Heatwave,0,0.8,33,103.2,3137,6.79
1074,38,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,51,155.65,4732,10.24
1074,39,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,39,119.91,3645,7.89
1074,40,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,44,133.56,4060,8.79
1074,41,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,40,122.28,3717,8.05
1074,42,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,41,125.37,3811,8.25
1074,43,40x60,2400,4,4,4,Godown,Fast_Track,Heatwave,0,0.8,34,104.11,3165,6.85
1074,44,40x60,2400,4,4,4,Godown,Fast_Track,Heavy_Rain,2,0.4,19,60.22,1830,3.96
1074,45,40x60,2400,4,4,4,Godown,Fast_Track,Normal,0,1,50,151.33,4601,9.96
1074,46,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,34,45.77,1391,8.7
1074,47,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,45,21.67,659,12.71
1074,48,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,26,0,0,8.13
1074,49,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,28,0,0,8.4
1074,50,40x60,2400,5,4,4,Godown,Fast_Track,Heatwave,0,0.78,22,0,0,6.52
1074,51,40x60,2400,5,4,4,Godown,Fast_Track,Heatwave,0,0.78,25,0,0,7.58
1074,52,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,36,0,0,10.86
1074,53,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,26,0,0,7.94
1074,54,40x60,2400,5,4,4,Godown,Fast_Track,Light_Rain,1,0.72,21,0,0,6.41
1074,55,40x60,2400,5,4,4,Godown,Fast_Track,Heavy_Rain,2,0.37,13,0,0,4.05
1074,56,40x60,2400,5,4,4,Godown,Fast_Track,Light_Rain,1,0.72,34,0,0,10.2
1074,57,40x60,2400,5,4,4,Godown,Fast_Track,Heatwave,0,0.78,33,0,0,9.79
1074,58,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,40,0,0,11.77
1074,59,40x60,2400,5,4,4,Godown,Fast_Track,Normal,0,1,27,0,0,8.22
1074,60,40x60,2400,5,4,4,Godown,Fast_Track,High_Wind,1,0.68,13,0,0,3.9
1075,1,80x60,4800,1,0,1,6x1BHK,Normal,Normal,0,1,42,475.63,0,10.63
1075,2,80x60,4800,1,0,1,6x1BHK,Normal,Light_Rain,1,0.72,57,639.3,0,14.29
1075,3,80x60,4800,1,0,1,6x1BHK,Normal,High_Wind,1,0.68,51,577.55,0,12.91
1075,4,80x60,4800,1,0,1,6x1BHK,Normal,High_Wind,1,0.68,59,665.45,0,14.87
1075,5,80x60,4800,1,0,1,6x1BHK,Normal,High_Wind,1,0.68,59,661.74,0,14.79
1075,6,80x60,4800,1,0,1,6x1BHK,Normal,Normal,0,1,86,961.03,0,21.48
1075,7,80x60,4800,1,0,1,6x1BHK,Normal,Normal,0,1,40,451.01,0,10.08
1075,8,80x60,4800,2,0,1,6x1BHK,Normal,Normal,0,1,58,660.54,685,15.52
1075,9,80x60,4800,2,0,1,6x1BHK,Normal,Normal,0,1,87,972.68,1235,23.1
1075,10,80x60,4800,2,0,1,6x1BHK,Normal,Normal,0,1,60,680.83,920,16.23
1075,11,80x60,4800,2,0,1,6x1BHK,Normal,High_Wind,1,0.72,47,525.26,711,12.52
1075,12,80x60,4800,2,0,1,6x1BHK,Normal,Heatwave,0,0.82,43,490.61,663,11.7
1075,13,80x60,4800,3,0,1,6x1BHK,Normal,Normal,0,1,78,1296.95,384,12.81
1075,14,80x60,4800,3,0,1,6x1BHK,Normal,Light_Rain,1,0.73,71,1320.19,101,9.2
1075,15,80x60,4800,3,0,1,6x1BHK,Normal,High_Wind,1,0.7,74,1395.7,31,8.72
1075,16,80x60,4800,3,0,1,6x1BHK,Normal,Normal,0,1,100,1920.89,12,11.61
1075,17,80x60,4800,3,0,1,6x1BHK,Normal,Heavy_Rain,2,0.4,28,544.85,0,3.25
1075,18,80x60,4800,3,0,1,6x1BHK,Normal,Heavy_Rain,2,0.4,49,945.18,0,5.63
1075,19,80x60,4800,3,0,1,6x1BHK,Normal,Normal,0,1,145,2788.36,0,16.62
1075,20,80x60,4800,3,0,1,6x1BHK,Normal,Normal,0,1,71,1378.8,0,8.22
1075,21,80x60,4800,3,0,1,6x1BHK,Normal,Heavy_Rain,2,0.4,28,552.79,0,3.29
1075,22,80x60,4800,3,1,1,6x1BHK,Normal,Normal,0,1,83,1582.46,0,9.43
1075,23,80x60,4800,4,1,1,6x1BHK,Normal,Normal,0,1,51,527.57,6084,8.32
1075,24,80x60,4800,4,1,1,6x1BHK,Normal,Normal,0,1,69,380.55,12350,12.77
1075,25,80x60,4800,4,1,1,6x1BHK,Normal,Normal,0,1,39,111.69,8611,7.99
1075,26,80x60,4800,4,1,1,6x1BHK,Normal,Normal,0,1,42,116.43,8977,8.33
1075,27,80x60,4800,4,1,1,6x1BHK,Normal,High_Wind,1,0.7,28,79.63,6140,5.7
1075,28,80x60,4800,4,1,1,6x1BHK,Normal,Light_Rain,1,0.73,40,111.39,8588,7.97
1075,29,80x60,4800,4,1,1,6x1BHK,Normal,Normal,0,1,56,158.24,12201,11.32
1075,30,80x60,4800,4,1,1,6x1BHK,Normal,Light_Rain,1,0.73,31,86.01,6631,6.15
1075,31,80x60,4800,4,1,1,6x1BHK,Normal,Normal,0,1,55,154.77,11933,11.07
1075,32,80x60,4800,4,1,1,6x1BHK,Normal,Normal,0,1,28,78.75,6071,5.63
1075,33,80x60,4800,5,1,1,6x1BHK,Normal,Normal,0,1,30,26.15,2017,8.12
1075,34,80x60,4800,5,1,1,6x1BHK,Normal,Normal,0,1,44,11.5,886,12.84
1075,35,80x60,4800,5,1,1,6x1BHK,Normal,Normal,0,1,30,0,0,9.29
1075,36,80x60,4800,5,1,1,6x1BHK,Normal,Light_Rain,1,0.72,21,0,0,6.39
1075,37,80x60,4800,5,1,1,6x1BHK,Normal,Light_Rain,1,0.72,26,0,0,7.88
1075,38,80x60,4800,5,1,1,6x1BHK,Normal,Normal,0,1,40,0,0,12.03
1075,39,80x60,4800,5,1,1,6x1BHK,Normal,Light_Rain,1,0.72,16,0,0,4.86
1076,1,80x60,4800,1,0,1,6x1BHK,Fast_Track,Normal,0,1,60,681.51,0,15.23
1076,2,80x60,4800,1,0,1,6x1BHK,Fast_Track,Normal,0,1,105,1182.84,0,26.44
1076,3,80x60,4800,1,0,1,6x1BHK,Fast_Track,Normal,0,1,85,953.78,0,21.32
1076,4,80x60,4800,1,0,1,6x1BHK,Fast_Track,Normal,0,1,85,955.27,0,21.35
1076,5,80x60,4800,1,0,1,6x1BHK,Fast_Track,Normal,0,1,59,666.26,0,14.89
1076,6,80x60,4800,2,0,1,6x1BHK,Fast_Track,High_Wind,1,0.72,66,744.41,821,17.54
1076,7,80x60,4800,2,0,1,6x1BHK,Fast_Track,Normal,0,1,158,1772.89,2236,42.09
1076,8,80x60,4800,2,0,1,6x1BHK,Fast_Track,Normal,0,1,79,887.63,1196,21.16
1076,9,80x60,4800,3,0,1,6x1BHK,Fast_Track,Normal,0,1,98,1705.77,331,14.55
1076,10,80x60,4800,3,0,1,6x1BHK,Fast_Track,Normal,0,1,136,2570.48,118,16.88
1076,11,80x60,4800,3,0,1,6x1BHK,Fast_Track,Light_Rain,1,0.73,77,1478.76,1,8.83
1076,12,80x60,4800,3,0,1,6x1BHK,Fast_Track,Heavy_Rain,2,0.4,52,1004.41,0,5.99
1076,13,80x60,4800,3,0,1,6x1BHK,Fast_Track,Heavy_Rain,2,0.4,76,1474.24,0,8.79
1076,14,80x60,4800,3,0,1,6x1BHK,Fast_Track,Heavy_Rain,2,0.4,86,1649.1,0,9.83
1076,15,80x60,4800,3,1,1,6x1BHK,Fast_Track,Light_Rain,1,0.73,117,2254.8,0,13.44
1076,16,80x60,4800,4,1,1,6x1BHK,Fast_Track,Light_Rain,1,0.73,83,1123.51,6313,12.07
1076,17,80x60,4800,4,1,1,6x1BHK,Fast_Track,Normal,0,1,144,1308.2,19134,24.07
1076,18,80x60,4800,4,1,1,6x1BHK,Fast_Track,High_Wind,1,0.7,43,124.73,9340,8.69
1076,19,80x60,4800,4,1,1,6x1BHK,Fast_Track,Normal,0,1,76,211.62,16213,15.05
1076,20,80x60,4800,4,1,1,6x1BHK,Fast_Track,Normal,0,1,59,166.74,12855,11.93
1076,21,80x60,4800,4,1,1,6x1BHK,Fast_Track,Normal,0,1,60,169.99,13106,12.16
1076,22,80x60,4800,4,1,1,6x1BHK,Fast_Track,Normal,0,1,40,114.64,8838,8.2
1076,23,80x60,4800,5,1,1,6x1BHK,Fast_Track,Normal,0,1,43,36.44,2809,11.5
1076,24,80x60,4800,5,1,1,6x1BHK,Fast_Track,Normal,0,1,59,14.83,1144,17.38
1076,25,80x60,4800,5,1,1,6x1BHK,Fast_Track,Normal,0,1,42,0,0,12.74
1076,26,80x60,4800,5,1,1,6x1BHK,Fast_Track,Heavy_Rain,2,0.37,15,0,0,4.66
1076,27,80x60,4800,5,1,1,6x1BHK,Fast_Track,Normal,0,1,45,0,0,13.5
1077,1,80x60,4800,1,0,2,6x1BHK,Normal,Normal,0,1,93,1049.82,0,21.33
1077,2,80x60,4800,1,0,2,6x1BHK,Normal,Normal,0,1,163,1833.88,0,37.26
1077,3,80x60,4800,1,0,2,6x1BHK,Normal,Normal,0,1,133,1496.05,0,30.4
1077,4,80x60,4800,1,0,2,6x1BHK,Normal,Heatwave,0,0.78,105,1185.12,0,24.08
1077,5,80x60,4800,1,0,2,6x1BHK,Normal,Normal,0,1,152,1700.22,0,34.55
1077,6,80x60,4800,1,0,2,6x1BHK,Normal,Light_Rain,1,0.72,91,1031.79,0,20.96
1077,7,80x60,4800,1,0,2,6x1BHK,Normal,Normal,0,1,115,1289.3,0,26.2
1077,8,80x60,4800,2,0,2,6x1BHK,Normal,Heatwave,0,0.82,107,1203.23,1124,27.38
1077,9,80x60,4800,2,0,2,6x1BHK,Normal,Normal,0,1,202,2267.48,2718,53.15
1077,10,80x60,4800,2,0,2,6x1BHK,Normal,Heatwave,0,0.82,106,1200.47,1623,28.62
1077,11,80x60,4800,2,0,2,6x1BHK,Normal,Heavy_Rain,2,0.43,60,679.2,919,16.19
1077,12,80x60,4800,2,0,2,6x1BHK,Normal,Normal,0,1,145,1621.12,2193,38.65
1077,13,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,95,1483.83,654,17.49
1077,14,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,114,2048.64,265,15.72
1077,15,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,73,1417.29,0,8.45
1077,16,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,68,1326.62,0,7.91
1077,17,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,79,1515,0,9.03
1077,18,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,70,1356.22,0,8.08
1077,19,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,71,1374.89,0,8.2
1077,20,80x60,4800,3,0,2,6x1BHK,Normal,Normal,0,1,74,1422.48,0,8.48
1077,21,80x60,4800,3,0,2,6x1BHK,Normal,Heavy_Rain,2,0.4,30,579.46,0,3.45
1077,22,80x60,4800,3,1,2,6x1BHK,Normal,Normal,0,1,120,2310.66,0,13.77
1077,23,80x60,4800,3,1,2,6x1BHK,Normal,Heavy_Rain,2,0.4,28,551.23,0,3.29
1077,24,80x60,4800,3,1,2,6x1BHK,Normal,Normal,0,1,121,2320.97,0,13.83
1077,25,80x60,4800,3,1,2,6x1BHK,Normal,Normal,0,1,69,1338.46,0,7.98
1077,26,80x60,4800,3,1,2,6x1BHK,Normal,Normal,0,1,73,1399.92,0,8.34
1077,27,80x60,4800,3,1,2,6x1BHK,Normal,Heatwave,0,0.8,60,1170.89,0,6.98
1077,28,80x60,4800,3,1,2,6x1BHK,Normal,Normal,0,1,90,1727.72,0,10.3
1077,29,80x60,4800,3,1,2,6x1BHK,Normal,Normal,0,1,70,1354.07,0,8.07
1077,30,80x60,4800,3,1,2,6x1BHK,Normal,Normal,0,1,71,1363.49,0,8.13
1077,31,80x60,4800,3,1,2,6x1BHK,Normal,Heatwave,0,0.8,62,1196.84,0,7.13
1077,32,80x60,4800,3,2,2,6x1BHK,Normal,Normal,0,1,58,1126.21,0,6.71
1077,33,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,50,466.76,6523,8.33
1077,34,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,59,284.93,11206,11.23
1077,35,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,41,116.05,8813,8.19
1077,36,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,42,117.01,9017,8.37
1077,37,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,44,123.6,9529,8.84
1077,38,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,40,114.34,8815,8.18
1077,39,80x60,4800,4,2,2,6x1BHK,Normal,Light_Rain,1,0.73,31,87.47,6744,6.26
1077,40,80x60,4800,4,2,2,6x1BHK,Normal,Light_Rain,1,0.73,40,112.03,8638,8.01
1077,41,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,51,143.87,11092,10.29
1077,42,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,44,122.34,9433,8.75
1077,43,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,40,111.53,8599,7.98
1077,44,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,41,117.43,9053,8.4
1077,45,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,41,114.32,8815,8.18
1077,46,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,43,120.79,9313,8.64
1077,47,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,40,111.88,8625,8
1077,48,80x60,4800,4,2,2,6x1BHK,Normal,Light_Rain,1,0.73,31,86.52,6671,6.19
1077,49,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,51,144.77,11163,10.35
1077,50,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,43,121.33,9354,8.68
1077,51,80x60,4800,4,2,2,6x1BHK,Normal,Normal,0,1,40,112.71,8689,8.06
1077,52,80x60,4800,4,2,2,6x1BHK,Normal,Heatwave,0,0.8,25,69.8,5382,4.99
1077,53,80x60,4800,5,2,2,6x1BHK,Normal,Heatwave,0,0.78,24,26.36,2032,6.32
1077,54,80x60,4800,5,2,2,6x1BHK,Normal,Normal,0,1,47,22.01,1698,13.22
1077,55,80x60,4800,5,2,2,6x1BHK,Normal,Heatwave,0,0.78,22,0.72,55,6.62
1077,56,80x60,4800,5,2,2,6x1BHK,Normal,Normal,0,1,35,0.24,19,10.71
1077,57,80x60,4800,5,2,2,6x1BHK,Normal,Normal,0,1,28,0,0,8.38
1077,58,80x60,4800,5,2,2,6x1BHK,Normal,Light_Rain,1,0.72,19,0,0,5.97
1077,59,80x60,4800,5,2,2,6x1BHK,Normal,Light_Rain,1,0.72,27,0,0,8.02
1077,60,80x60,4800,5,2,2,6x1BHK,Normal,Light_Rain,1,0.72,25,0,0,7.49
1077,61,80x60,4800,5,2,2,6x1BHK,Normal,Normal,0,1,40,0,0,12.09
1077,62,80x60,4800,5,2,2,6x1BHK,Normal,Light_Rain,1,0.72,19,0,0,5.75
1077,63,80x60,4800,5,2,2,6x1BHK,Normal,Light_Rain,1,0.72,25,0,0,7.75
1077,64,80x60,4800,5,2,2,6x1BHK,Normal,Normal,0,1,37,0,0,11.04
1077,65,80x60,4800,5,2,2,6x1BHK,Normal,Normal,0,1,29,0,0,8.77
1077,66,80x60,4800,5,2,2,6x1BHK,Normal,Normal,0,1,27,0,0,8.17
1077,67,80x60,4800,5,2,2,6x1BHK,Normal,Heavy_Rain,2,0.37,6,0,0,2.08
1078,1,80x60,4800,1,0,2,6x1BHK,Fast_Track,Heavy_Rain,2,0.37,48,547.12,0,11.12
1078,2,80x60,4800,1,0,2,6x1BHK,Fast_Track,Normal,0,1,328,3685.07,0,74.88
1078,3,80x60,4800,1,0,2,6x1BHK,Fast_Track,Normal,0,1,183,2057.52,0,41.81
1078,4,80x60,4800,1,0,2,6x1BHK,Fast_Track,Normal,0,1,186,2094.27,0,42.55
1078,5,80x60,4800,1,0,2,6x1BHK,Fast_Track,Normal,0,1,126,1417.16,0,28.8
1078,6,80x60,4800,2,0,2,6x1BHK,Fast_Track,Normal,0,1,188,2111.71,2251,48.77
1078,7,80x60,4800,2,0,2,6x1BHK,Fast_Track,Light_Rain,1,0.75,208,2344.33,2994,55.43
1078,8,80x60,4800,2,0,2,6x1BHK,Fast_Track,Light_Rain,1,0.75,146,1640.2,2186,39.02
1078,9,80x60,4800,3,0,2,6x1BHK,Fast_Track,Heavy_Rain,2,0.4,69,1019.45,580,13.84
1078,10,80x60,4800,3,0,2,6x1BHK,Fast_Track,Normal,0,1,275,4525.85,1424,46.01
1078,11,80x60,4800,3,0,2,6x1BHK,Fast_Track,Normal,0,1,105,2028.02,0,12.09
1078,12,80x60,4800,3,0,2,6x1BHK,Fast_Track,Normal,0,1,98,1891.03,0,11.27
1078,13,80x60,4800,3,0,2,6x1BHK,Fast_Track,Normal,0,1,108,2076.07,0,12.37
1078,14,80x60,4800,3,0,2,6x1BHK,Fast_Track,Heatwave,0,0.8,80,1545.81,0,9.21
1078,15,80x60,4800,3,1,2,6x1BHK,Fast_Track,High_Wind,1,0.7,88,1692.97,0,10.09
1078,16,80x60,4800,3,1,2,6x1BHK,Fast_Track,Normal,0,1,139,2677.91,0,15.96
1078,17,80x60,4800,3,1,2,6x1BHK,Fast_Track,Normal,0,1,103,1996.26,0,11.9
1078,18,80x60,4800,3,1,2,6x1BHK,Fast_Track,Heavy_Rain,2,0.4,41,800.93,0,4.77
1078,19,80x60,4800,3,1,2,6x1BHK,Fast_Track,Normal,0,1,169,3226.14,0,19.23
1078,20,80x60,4800,3,1,2,6x1BHK,Fast_Track,Light_Rain,1,0.73,77,1501.74,0,8.95
1078,21,80x60,4800,3,1,2,6x1BHK,Fast_Track,Light_Rain,1,0.73,99,1902.19,0,11.34
1078,22,80x60,4800,3,2,2,6x1BHK,Fast_Track,Normal,0,1,89,1721.98,0,10.26
1078,23,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,73,714.45,9110,12.01
1078,24,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,90,455.93,16552,16.79
1078,25,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,59,167.62,12923,11.99
1078,26,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,58,165.54,12763,11.84
1078,27,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,59,163.41,12599,11.69
1078,28,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,60,168.26,12973,12.03
1078,29,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,59,166.36,12826,11.9
1078,30,80x60,4800,4,2,2,6x1BHK,Fast_Track,High_Wind,1,0.7,42,119.63,9223,8.56
1078,31,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,73,204.33,15754,14.61
1078,32,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,61,172.4,13292,12.33
1078,33,80x60,4800,4,2,2,6x1BHK,Fast_Track,Light_Rain,1,0.73,44,122.33,9432,8.75
1078,34,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,75,211.8,16330,15.15
1078,35,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,60,170.14,13117,12.17
1078,36,80x60,4800,4,2,2,6x1BHK,Fast_Track,Normal,0,1,40,114.52,8829,8.19
1078,37,80x60,4800,5,2,2,6x1BHK,Fast_Track,Normal,0,1,40,34.5,2660,10.87
1078,38,80x60,4800,5,2,2,6x1BHK,Fast_Track,Normal,0,1,60,16.39,1264,17.46
1078,39,80x60,4800,5,2,2,6x1BHK,Fast_Track,Normal,0,1,40,0.18,14,12.04
1078,40,80x60,4800,5,2,2,6x1BHK,Fast_Track,Light_Rain,1,0.72,31,0.01,0,9.42
1078,41,80x60,4800,5,2,2,6x1BHK,Fast_Track,Light_Rain,1,0.72,37,0,0,11.08
1078,42,80x60,4800,5,2,2,6x1BHK,Fast_Track,Light_Rain,1,0.72,42,0,0,12.54
1078,43,80x60,4800,5,2,2,6x1BHK,Fast_Track,Normal,0,1,55,0,0,16.58
1078,44,80x60,4800,5,2,2,6x1BHK,Fast_Track,High_Wind,1,0.68,29,0,0,8.67
1078,45,80x60,4800,5,2,2,6x1BHK,Fast_Track,Normal,0,1,58,0,1,17.37
1078,46,80x60,4800,5,2,2,6x1BHK,Fast_Track,Normal,0,1,29,0,0,8.78
1079,1,80x60,4800,1,0,3,6x1BHK,Normal,Heavy_Rain,2,0.37,55,621.59,0,11.58
1079,2,80x60,4800,1,0,3,6x1BHK,Normal,Light_Rain,1,0.72,254,2854.61,0,53.17
1079,3,80x60,4800,1,0,3,6x1BHK,Normal,Normal,0,1,331,3712.85,0,69.15
1079,4,80x60,4800,1,0,3,6x1BHK,Normal,Normal,0,1,214,2409.42,0,44.88
1079,5,80x60,4800,1,0,3,6x1BHK,Normal,Normal,0,1,205,2313.9,0,43.1
1079,6,80x60,4800,1,0,3,6x1BHK,Normal,Normal,0,1,216,2420.18,0,45.08
1079,7,80x60,4800,1,0,3,6x1BHK,Normal,Normal,0,1,148,1663.1,0,30.98
1079,8,80x60,4800,2,0,3,6x1BHK,Normal,Normal,0,1,175,1971.56,1957,44.27
1079,9,80x60,4800,2,0,3,6x1BHK,Normal,Normal,0,1,251,2816.17,3510,65.99
1079,10,80x60,4800,2,0,3,6x1BHK,Normal,High_Wind,1,0.72,136,1525.92,2054,36.34
1079,11,80x60,4800,2,0,3,6x1BHK,Normal,Normal,0,1,238,2675,3614,63.76
1079,12,80x60,4800,2,0,3,6x1BHK,Normal,Heavy_Rain,2,0.43,57,648.05,876,15.45
1079,13,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,147,2038.35,1477,31.67
1079,14,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,137,2290.66,647,22.21
1079,15,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,70,1359.73,0,8.1
1079,16,80x60,4800,3,0,3,6x1BHK,Normal,Light_Rain,1,0.73,53,1030.15,0,6.14
1079,17,80x60,4800,3,0,3,6x1BHK,Normal,Heavy_Rain,2,0.4,34,663.61,0,3.96
1079,18,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,118,2268.74,0,13.52
1079,19,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,73,1402.92,0,8.36
1079,20,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,68,1304.61,0,7.78
1079,21,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,74,1421.7,0,8.47
1079,22,80x60,4800,3,0,3,6x1BHK,Normal,Normal,0,1,67,1307.96,0,7.8
1079,23,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,71,1367.05,0,8.15
1079,24,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,70,1341.22,0,7.99
1079,25,80x60,4800,3,1,3,6x1BHK,Normal,Heatwave,0,0.8,54,1049.5,0,6.26
1079,26,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,86,1641.29,0,9.78
1079,27,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,69,1330.44,0,7.93
1079,28,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,71,1374.75,0,8.19
1079,29,80x60,4800,3,1,3,6x1BHK,Normal,Heatwave,0,0.8,57,1092.39,0,6.51
1079,30,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,87,1673.3,0,9.97
1079,31,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,72,1389.77,0,8.28
1079,32,80x60,4800,3,1,3,6x1BHK,Normal,Normal,0,1,68,1318.76,0,7.86
1079,33,80x60,4800,3,2,3,6x1BHK,Normal,Light_Rain,1,0.73,53,1021.08,0,6.09
1079,34,80x60,4800,3,2,3,6x1BHK,Normal,High_Wind,1,0.7,61,1173.85,0,7
1079,35,80x60,4800,3,2,3,6x1BHK,Normal,Heatwave,0,0.8,79,1520.21,0,9.06
1079,36,80x60,4800,3,2,3,6x1BHK,Normal,Heatwave,0,0.8,70,1354.66,0,8.07
